(just) over / under	,	（只是）上/下	,	（ただ）オーバー/アンダー	,	(단지) 이상 / 아래	,
30 people out of a total of 90	,	30人在總共90	,	90の合計のうち30人	,	총 90 중 30명	,
43 out of 80	,	43出來的80	,	80のうち43	,	80 (43) 밖으로	,
the procedure section	,	程序段	,	手順セクション	,	절차 섹션	,
gathered between	,	之間聚集	,	間で集まりました	,	사이에 모여	,
primary data	,	主要數據	,	一次データ	,	기본 데이터	,
interviewing	,	面試	,	面接	,	인터뷰	,
overseas	,	海外	,	海外の	,	해외로	,
above	,	以上	,	上記	,	위의	,
surveyed	,	調查	,	調査	,	조사	,
determine	,	確定	,	定めます	,	결정	,
procedure	,	程序	,	手順	,	순서	,
predominate	,	佔主導地位	,	優勢な	,	우세	,
passive voice	,	被動語態	,	受動態	,	수동태	,
indicate	,	表明	,	示す	,	가리키다	,
tourists	,	遊客	,	観光客	,	관광객	,
infrastructure	,	基礎設施	,	インフラ	,	하부 구조	,
estimated	,	估計	,	推定	,	추정	,
population	,	人口	,	人口	,	인구	,
regularly purchase mineral water	,	經常購買礦泉水	,	定期的にミネラルウォーターを購入	,	정기적으로 미네랄 워터를 구입	,
favourable	,	有利	,	好ましい	,	유리한	,
indicates	,	指示	,	示しています	,	표시	,
scheme	,	方案	,	スキーム	,	계획	,
